id,display_name,class,spec,provenance,defined,registered,implementation_class,implementation_category,configured_spell_category,configured_spell_category_reason,unlock_level,active_kit,balance_entry,spell_school,combo_reference,targeting,cooldown,effective_cost,damage,healing,cc,mobility,summon,delayed,projectile,scaling_path,regression_coverage,definition_location,registration_location
chill_streak,Dermesztő Suhanás,death_knight,frost,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage/cc primitive; no persistent/scheduled lifecycle,39,,yes,class default / primordial,,TARGET,60,50,5,,FREEZE,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:982,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:982
clash,Összecsapás,monk,brewmaster,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE cc primitive; no persistent/scheduled lifecycle,36,,yes,class default / primordial,,AOE,75,5,,,SLOWNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1292,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1292
cold_spot,Hidegfolt,assassin,phantom,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE cc primitive; no persistent/scheduled lifecycle,34,phantom,yes,class default / primordial,,AOE,90,5,,,"SLOWNESS,FREEZE",,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:643,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:643
conflagrate,Lángba Borítás,warlock,destruction,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,30,destruction,yes,class default / primordial,fire-chain,TARGET,30,35,4,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1409,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1409
confusion,Megzavaras,wizard,,BASE,yes,yes,ConfusionSpell,stateful,,,10,,yes,class default / primordial,,implementation-defined,1200,160,,,,,no,yes,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/ConfusionSpell.java:29,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:775
consecrated_ground,Megszentelt Föld,paladin,protection,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,36,protection,yes,class default / primordial,,AOE,45,5,3,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1617,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1617
consecration,Megszentelés,paladin,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,11,protection,yes,class default / primordial,,AOE,60,5,2,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:795,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:795
consume_magic,Mágiafalás,demon_hunter,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,15,,yes,class default / primordial,,SELF,45,3,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1429,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1429
contagion,Ragály,assassin,poisoner,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE utility primitive; no persistent/scheduled lifecycle,34,poisoner,yes,class default / primordial,plague-spread,AOE,120,7,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:597,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:597
corruption,Romlás,warlock,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate TARGET utility primitive; no persistent/scheduled lifecycle,4,affliction,yes,class default / primordial,shadow-detonate,TARGET,25,25,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1369,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1369
crash_lightning,Robbanó Villám,shaman,enhancement,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,33,enhancement,yes,class default / primordial,,AOE,45,45,5,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1187,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1187
crusader_strike,Keresztes Csapás,paladin,retribution,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,25,retribution,yes,class default / primordial,,TARGET,20,3,6,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:857,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:857
curse_of_agony,Gyötrelem Átka,warlock,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate TARGET utility primitive; no persistent/scheduled lifecycle,17,,yes,class default / primordial,,TARGET,45,3,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1381,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1381
curse_of_weakness,Gyengeség Átka,warlock,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate TARGET utility primitive; no persistent/scheduled lifecycle,8,,yes,class default / primordial,,TARGET,30,3,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1371,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1371
cyclone,Ciklon,druid,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate TARGET cc primitive; no persistent/scheduled lifecycle,19,,yes,class default / primordial,,TARGET,50,4,,,SLOWNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:698,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:698
dagger_throw,Tőrhajítás,assassin,,BASE,yes,yes,ProjectileBurstSpell,projectile,,,2,,yes,class default / primordial,,implementation-defined,15,2,,,,,no,no,yes,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:291,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:291
dancing_rune_weapon,Táncoló Rúnafegyver,death_knight,blood,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage/healing primitive; no persistent/scheduled lifecycle,45,blood,yes,class default / primordial,,AOE,300,150,8,8,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:949,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:949
dark_command,Sötét Parancs,death_knight,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate AOE cc primitive; no persistent/scheduled lifecycle,19,,yes,class default / primordial,,AOE,60,40,,,SLOWNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:917,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:917
darkglare,Sötét Tekintet,warlock,affliction,SPEC,yes,yes,ConfiguredSpell,configured,B,generic gameplay retained; signature presentation/VFX readability is intentionally distinct,45,affliction,yes,class default / primordial,,AOE,300,150,7,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1399,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1399
deadeye,Sasles,archer,sharpshooter,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE utility primitive; no persistent/scheduled lifecycle,26,sharpshooter,yes,class default / primordial,,AOE,60,4,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:506,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:506
death_coil,Halálfonál,death_knight,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,6,,yes,class default / primordial,,TARGET,30,35,5,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:897,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:897
death_mark,Haláljegy,assassin,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate TARGET utility primitive; no persistent/scheduled lifecycle,24,,yes,class default / primordial,,TARGET,120,60,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:323,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:323
death_pact,Halálpaktum,wizard,necromancer,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,39,,yes,class default / primordial,,SELF,150,40,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:390,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:390
death_strike,Halálcsapás,death_knight,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage/healing primitive; no persistent/scheduled lifecycle,2,blood,yes,class default / primordial,,TARGET,20,30,6,3,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:893,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:893
deathcap,Gyilkos Galóca,assassin,poisoner,SPEC,yes,yes,ConfiguredSpell,configured,B,generic gameplay retained; signature presentation/VFX readability is intentionally distinct,45,poisoner,yes,class default / primordial,,TARGET,240,70,4,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:616,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:616
debilitating_poison,Sorvasztó Méreg,assassin,poisoner,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET utility primitive; no persistent/scheduled lifecycle,42,,yes,class default / primordial,,TARGET,90,50,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:611,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:611
deep_breath,Mély Lélegzet,evoker,,BASE,yes,yes,DeepBreathSpell,stateful,,,19,,yes,class default / primordial,,implementation-defined,90,60,6,,,,no,yes,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/DeepBreathSpell.java:36,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:802
demon_armor,Démonpáncél,warlock,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,19,,yes,class default / primordial,,SELF,90,40,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1379,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1379
demon_skin,Démonbőr,warlock,demonologist,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,33,demonologist,yes,class default / primordial,,SELF,90,45,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1086,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1086
demon_spikes,Démontüskék,demon_hunter,vengeance,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,28,vengeance,yes,class default / primordial,,SELF,60,4,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1461,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1461
demonic_circle,Démoni Kör,warlock,,BASE,yes,yes,DemonicCircleSpell,stateful,,,21,,yes,class default / primordial,,implementation-defined,45,3,,,,,no,yes,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/DemonicCircleSpell.java:35,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:793
demons_bite,Démon Harapása,demon_hunter,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,2,havoc,yes,class default / primordial,,TARGET,15,2,5,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1423,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1423
devotion_aura,Áhítat Aurája,paladin,,BASE,yes,yes,DevotionAuraSpell,stateful,,,6,,yes,class default / primordial,,implementation-defined,60,4,,,,,no,yes,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/DevotionAuraSpell.java:30,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:796
disengage,Hátraszökkenés,archer,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate SELF mobility primitive; no persistent/scheduled lifecycle,5,,yes,class default / primordial,,SELF,15,3,,,,dash,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:263,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:263
disintegrate,Szétbontás,evoker,devastation,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,28,devastation,yes,class default / primordial,,TARGET,25,40,7,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1499,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1499
dispel,Feloldozás,priest,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,15,,yes,class default / primordial,,SELF,60,4,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1319,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1319
dispersion,Szóródás,priest,shadow,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,36,shadow,yes,class default / primordial,,SELF,120,6,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1359,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1359
